valid_time,Target Error (F),NBM Temperature (F),NBM Cloud Cover (%),NBM Mixing Height (100s ft AGL),NBM Wind Speed (kts),NBM Wind Direction (deg),NBM RH (%),hrrr_lpw (mm),1000mb-700mb Lapse Rate (C/km),700mb-500mb Lapse Rate (C/km),rh_1000,rh_975,rh_950,rh_925,rh_900,rh_875,rh_850,rh_825,rh_800,rh_775,rh_750,rh_725,rh_700,rh_675,rh_650,rh_625,rh_600,rh_575,rh_550,rh_525,rh_500,sin_season,cos_season
2021-03-01 21:00:00,-2.0,35.0,86.0,21.0,9.0,30.0,75.3759486435965,10.05763534084907,6.233925748678559,4.808030590993261,79.51059529379991,79.81506343712523,79.6520995082304,81.84401805456017,85.47202239148642,85.24907152903317,84.93624046216817,88.60554354808099,90.55374185673033,82.35036987701753,65.0960471183085,44.24119318370762,27.77583748501658,15.623929545066432,16.482291695010886,28.075174121633907,47.74629805958055,64.53832004869486,80.95792381324642,86.23255595665191,91.59185723160806,0.8584015232918917,0.512978386299228
2021-03-02 21:00:00,1.0,7.0,31.5,23.0,20.0,31.0,49.38835510323469,2.5046720167840344,2.849096351346617,6.171285140189396,56.82242882831934,56.804542100424,57.11177709082711,60.959918945943,66.30811846478075,62.71609047988041,45.94170936808549,36.2073874765158,36.8579731251912,40.10792345691592,43.15748188924044,45.1035072948257,47.30851871958612,48.612400947776976,48.93839165309245,46.80806257342438,42.891513584244535,36.89955044375458,30.49084043086188,24.77791420338676,19.343966326016968,0.8670985522812081,0.4981366284784055
2021-03-03 21:00:00,0.9000000000000004,25.0,16.0,23.0,11.0,30.0,50.085051955026806,4.270042255264585,4.218061415442453,4.715503158574378,55.9934717493698,56.02612319777688,56.39819794711399,59.62430190513033,64.61058399235374,62.702860465018205,52.60291911925569,41.21366349099283,38.837897939881735,40.836742115873655,42.61458118175221,42.52123887994948,42.718224209562514,42.83399162934116,42.65218934204505,38.14690402608272,30.664520479971536,21.76414603234355,15.26274851477169,15.81743609005874,21.096891263584304,0.8755389928586302,0.4831474640149687
2021-03-04 21:00:00,2.0,15.0,44.0,21.0,16.0,31.0,55.70818312850436,5.448941752160248,2.14007315955696,7.0860935331272445,66.29139026780089,66.27189414670099,67.42159129357391,71.4536590789671,79.97954786365798,85.10516252846494,85.33478994041212,83.88006018183339,81.06414025440542,79.04344917648652,77.27295546588164,71.3926232164177,63.09785256503972,53.62331283559959,45.85579671543451,43.834341489500126,43.99997585443983,46.83932175599305,46.4820317069624,34.19286951972405,22.941634077494307,0.8837203473619977,0.4680153284438345
2021-03-05 21:00:00,2.0,11.0,73.0,29.0,12.0,31.0,52.51874084662322,4.0743784451404,3.4065159262293268,5.2960043697294985,72.43002008125357,71.99860161608291,72.84407525042332,79.26361512933782,89.18924872662384,97.81314159461478,100.0,97.64621702061052,86.76557443786746,76.18646694397191,70.38822040602614,69.44820344386777,68.91366633352673,69.54330428637752,70.57774354169912,72.11123271513276,73.39512925209593,72.10532860342718,69.73613951864007,64.74516070795164,59.936561309309376,0.8916401947968874,0.452744699607371
2021-03-06 21:00:00,-1.0,17.0,40.5,24.0,10.0,29.0,53.49785413894418,3.947456659203063,5.515180371163614,5.805927183652733,69.93629104402946,69.74781858358317,71.98679838090388,80.22191798929572,90.69345748930286,98.58102102633366,95.90979207261924,84.58295645277367,71.93700576484696,64.15082845113031,58.73955031958885,54.75660066829673,51.11520086723698,48.422109881670686,45.88666001221657,46.806074181643744,47.8631154540948,50.51213470427549,52.578642099517246,53.84227140958559,53.32360267048345,0.8992961915530253,0.4373400963303323
2021-03-07 21:00:00,0.0,21.0,24.0,20.0,8.0,31.0,51.732571956161465,4.094152159472184,4.922393615998566,5.821370521550499,55.97767831910412,58.79463981362626,59.05298835430075,66.06407059111103,73.46228379298068,74.7438334110794,68.96107141323021,61.41827578532922,55.22264229321864,48.43567679190824,45.27910336298381,44.93827403470625,47.90626373957528,51.10161874063929,54.00634701252211,53.401806118155136,51.00108799279158,45.460044462272286,39.993710369620246,34.73411612907377,33.896264799438114,0.9066860720977984,0.4218060770826634
2021-03-08 21:00:00,3.0,27.0,16.0,20.0,5.0,31.0,48.21473669400753,3.459830867312852,4.1832211844046725,5.206656057834815,58.18009222835565,59.17647867740256,63.14576650354719,70.17612656766353,73.14216950924308,63.36062000350614,49.47318755083587,39.33923800560416,32.958258057470864,27.270578743339463,21.5845554374024,16.539972998549928,12.26878633670397,9.552084964072565,7.397226345410332,7.240007902356409,7.316322275848555,7.413717833254097,6.893515861859588,6.20678993266519,3.2744265788779656,0.9138076496466616,0.4061472386305788
2021-03-09 21:00:00,1.0,31.0,79.0,25.0,11.0,32.0,63.3361206106023,7.922029382607317,5.152415351567046,6.309915246454179,68.29694006446726,69.57888913883508,71.88405494657613,79.56354038632509,89.00628673164881,97.4677420959361,98.54382243824304,93.17993175497492,81.62604841153744,71.93850491266262,66.43457223122437,61.89977325256789,57.914013069084056,54.70534030437896,50.61263274872313,47.83039439498035,44.35682532102485,40.524076221752885,36.66420323664518,31.838725573125,28.35710880696985,0.9206588168102428,0.3903682146763026
2021-03-10 21:00:00,2.0,39.0,20.5,12.0,8.0,17.0,52.32021187855719,7.661838537524763,2.946613062705249,7.047328522862183,78.27456473998737,78.96550704298349,83.9368821092949,71.64972754501333,37.6157396225239,19.28975226586932,13.451479625554477,12.009888691068369,13.270580051858325,15.359922502058652,17.457173622215894,19.884861547892868,22.98929831562246,26.45832618022077,30.91209078934476,36.21287314831331,42.2002773845708,49.07449748868644,54.93860178723571,60.595682354658855,62.88437454768184,0.9272375462179536,0.374473674486883
2021-03-11 21:00:00,4.100000000000001,48.0,42.0,7.0,7.0,17.0,60.542358687731365,18.50680701904616,5.166148217635177,6.9809602978841845,66.5950266578218,67.4605755023409,64.4721086884351,53.2865181705232,43.95415052024863,44.03875463430364,50.98319037547891,59.78878393821696,63.48703416874599,62.15650334558591,60.22976438447133,59.06099169862984,61.5168580247767,65.81140497147993,71.93910499202228,76.6006881328287,79.9921796290482,78.73716691707547,74.56267148414884,67.21365679071445,55.94261630627426,0.9335418911179212,0.3584683215124808
2021-03-12 21:00:00,5.9,39.0,9.0,30.0,11.0,27.0,48.08603019284964,7.346214304336786,7.469954350090803,5.723302441714751,53.02363395019757,53.10817796918897,53.58901592078289,57.48159215061504,63.5897770330052,70.99762850689291,78.75445052249273,86.40058469041122,87.7381246824903,81.84250217635483,71.0060682425344,56.48292820231215,43.05578365115619,31.99789234515349,22.605961824837458,18.66496637543337,15.086964021137428,15.453012910080965,16.674023812152818,19.57399491595957,21.446598418705893,0.9395699859530622,0.342356891994542
2021-03-13 21:00:00,0.0,25.0,21.0,35.0,12.0,30.0,45.76501171241516,4.240557771985645,5.642979403770625,4.93504013706506,46.11380278397581,46.259668938307776,46.84254720680674,51.03923030176578,57.3344238316238,64.51604738908127,70.26735784528788,70.99568308181858,61.96750292354305,41.979061644891615,27.03618153086735,21.20078126382388,30.5511482465057,43.7571225599968,60.05094268610377,69.25026951896815,76.23775562693721,75.3351154555118,72.4337534211389,65.35312194581213,58.45454950434316,0.945320046913132,0.3261441535642696
2021-03-14 21:00:00,-5.9,21.0,81.5,34.0,15.0,33.0,54.13699613613984,3.9192501511759774,8.054634990458464,5.663169798361967,77.21745462573249,77.27731986312779,78.17540520076011,82.80999144213347,86.88286027214548,84.86865891168893,84.60267119655092,83.65862578155566,80.62568470062357,79.16241200404438,78.25351309128499,77.48224959250348,76.82879088558259,74.11623776453224,70.88814065428934,65.59838505749235,60.26605394682233,63.11836106209767,67.50307379381695,75.96157525542178,68.97022642640428,0.9507903724625832,0.3098349038318025
