valid_time,Target Error (F),NBM Temperature (F),NBM Cloud Cover (%),NBM Mixing Height (100s ft AGL),NBM Wind Speed (kts),NBM Wind Direction (deg),NBM RH (%),hrrr_lpw (mm),1000mb-700mb Lapse Rate (C/km),700mb-500mb Lapse Rate (C/km),rh_1000,rh_975,rh_950,rh_925,rh_900,rh_875,rh_850,rh_825,rh_800,rh_775,rh_750,rh_725,rh_700,rh_675,rh_650,rh_625,rh_600,rh_575,rh_550,rh_525,rh_500,sin_season,cos_season
2021-03-01 21:00:00,0.0,36.0,92.5,11.0,5.0,28.0,85.24054142858361,13.322676995550287,4.981775411971943,5.1692580588857995,96.87358891882123,96.15903268209627,96.60090161687539,95.99363614413653,99.50830572352814,100.0,100.0,99.42283148121676,93.78651893990282,68.14251968346423,55.43001064397275,48.08711544548155,41.227065880060564,50.60360457239712,64.32351294383865,76.15825164287848,84.95796603210609,88.41764587049731,91.95741736485466,94.80227958569742,97.45754963774228,0.8584015232918917,0.512978386299228
2021-03-03 21:00:00,0.9000000000000004,29.0,5.5,29.0,10.0,28.0,42.470853247511954,3.5009533381407696,4.723009883211005,5.3566720801670655,51.28958345821243,50.73978760635164,53.78513022747262,56.87816536784798,49.33895950735724,31.847405613973294,23.24687092109014,22.67641039913489,25.12920723825569,28.67953720715373,34.15167266472966,38.915915043767455,43.07383554091357,44.51009063449242,45.23146362036565,44.68076432353821,40.65602338142952,32.88207305964331,23.49500837729033,12.01095872947901,10.212669280712017,0.8755389928586302,0.4831474640149687
2021-03-04 21:00:00,-1.0,21.0,38.0,23.0,13.0,29.0,49.42399564126332,5.956130489097269,2.729724657160308,6.707440626617229,60.18067265306303,59.808719337270944,64.46537952219809,71.20127017402442,75.37539547578767,79.08418812252455,79.70285164377778,78.64159889265736,79.42640517076146,81.84588534771486,82.93848825135844,82.03979207568811,79.0808158511669,73.23879835072562,66.3951421956597,60.58713274654679,55.92776581558733,52.58642957585518,48.737290344246,43.22950906010661,32.52280525944991,0.8837203473619977,0.4680153284438345
2021-03-05 21:00:00,1.0,17.0,54.0,26.0,10.0,29.0,44.387836725976975,3.6960856926758,4.455144469043851,4.4359209648975515,55.61093859589247,55.39036921902745,61.63317474713317,69.859914936418,76.07602326987703,76.85797929599238,75.99538177170264,75.20927119596168,73.61872475857602,71.91107223301854,72.7976684309804,76.31765937992793,80.5967478234266,77.54727211714227,73.7746561938491,69.31381568811051,66.19192997970639,63.00801343066988,59.683500676900294,55.54824640719118,51.54893416196399,0.8916401947968874,0.45274469960737107
2021-03-06 21:00:00,-3.0,24.0,33.0,33.0,10.0,28.0,45.59489549082685,4.070638533685315,6.317496591487331,5.6914263885335235,64.23963323730491,66.54250686492264,74.32406937781454,83.65281438601667,93.57165262453564,98.08528262223975,86.90275259122103,71.91102665403243,62.318950408145,56.914258225535555,55.79837059392499,57.15418905223336,57.85057874841346,56.529340966387664,54.71778121481717,52.04853841608224,51.754681911971815,52.048066591951326,53.53490071291864,55.89407791196237,56.42444187297251,0.8992961915530253,0.4373400963303323
2021-03-07 21:00:00,1.0,26.0,20.5,27.0,7.0,30.0,45.93454859059429,4.398896987984274,5.4671652376473725,5.702777601159165,57.365607386687365,61.890000855564665,68.14205299152583,74.37265351311112,83.60579074703584,92.4362651096696,90.46041588974994,72.27225018363505,62.33624809824384,55.38724401887829,50.18830043029337,46.29011973107567,44.030252114276976,43.033329775563075,43.35265379758964,43.549082081363444,42.46298409222045,40.11701379826904,38.47034153157191,35.84544459248567,36.14221059508337,0.9066860720977985,0.4218060770826634
2021-03-08 21:00:00,3.0999999999999996,31.0,19.5,25.0,5.0,29.0,48.873867817148565,3.8901862878688336,5.2627853709408,4.739077619237764,60.33191825432041,66.21906783228546,74.28861141375052,76.741682433615,67.4655238314901,55.678618149308015,46.6928368514883,42.201722185942764,41.01917793774948,38.88309911737518,35.779454213338106,31.32842806606097,26.80528333393407,22.159550201855513,17.37037352963361,11.988033499055364,10.3048343511274,8.2779315098016,7.295523692392861,6.6700977536276405,4.437567017641085,0.9138076496466615,0.40614723863057883
2021-03-09 21:00:00,2.0,35.0,65.0,27.0,9.0,31.0,61.24716817651182,8.069035935745475,5.43605399823695,6.1821243990730235,66.32376792608463,71.04503257342036,77.74266771640613,85.76760074066671,94.24683081843594,98.41127998706794,95.68604701775666,86.06436264985169,79.93006605256532,75.55941365662342,72.76145333288171,71.1013374402089,69.08971081082133,66.42138962647705,64.65781825234448,61.73800836326101,60.59632938665015,58.51426107271226,56.468479095901195,52.30054889873364,47.10119364512212,0.9206588168102428,0.3903682146763026
2021-03-10 21:00:00,3.0,42.0,26.5,15.0,6.0,19.0,52.78354897982624,7.74521843611012,2.497671429752227,6.981913770767864,77.65763085201345,81.9896558518561,80.01278110662203,52.338312665216044,25.417259701422772,15.08013828386255,13.350151238515876,15.666005063322636,19.768223734495617,23.48222684924367,27.19156094017816,30.816624515920765,34.17973212866479,37.735271945590945,40.51088854802034,43.36966023648044,47.67123379263736,52.55164305920859,55.76540629001059,58.85145888335883,58.656196106718895,0.9272375462179537,0.374473674486883
2021-03-12 21:00:00,4.100000000000001,42.0,6.0,31.0,10.0,26.0,48.56876755380038,6.684921148592232,7.651404027599097,5.524286051056063,51.130341224901144,47.29393184012619,48.077897974429206,52.2834891958309,57.79693455743606,65.43271195928872,72.1736420272461,75.309745433721,74.420930880877,69.49860393974203,60.626639539301976,50.62059543720755,40.355220679598,30.41353714700558,22.254339667093117,15.992147346632587,14.03878844658745,14.383071499600472,17.48654476936311,22.099852015247976,24.899328511197446,0.9395699859530622,0.342356891994542
